Star Rating,Review Title,Review Description
5.0 out of 5 stars,It's a balanced phone,"It's a good phone overallExcept the battery, performance is phenomenal, good camerasI strongly suggest going with the snapdragon variantBattery limit to 95% charge for long battery lifeIt's a good upgrade from my s20 fe 5g at a decent rateBattery lasts for an entire day on light - medium usageIt's compact so 1 hand usage feels easyPhone gets hot approx 34⁰ max at heavy usageDisplay is decent while using at normal sunlightRead more"
5.0 out of 5 stars,"Quality , cons and prons","The phone is marvelous,  handy looks nice in hand also give am impressive feeling.  But unfortunately I don't appreciate it's display.  It gives 12k feelings. Rather I feel like the display of my lava blaze duo give better looks and impressions.Samsung should look into it seriously.Read more"
5.0 out of 5 stars,Why should apple have all the credit?,"No compromise 'Chhotu' phone. They have relaunched with SD processor so I've received it with Android 16. Earlier, I had the same phone with Exynos chip set but that was stolen so re purchased the same. No specific performance difference, display n look is awesome. Speakers have more twitter effect only. Still best phone at the price point. Only the exchange was not appreciated. Had to refuse since they were offering only ₹900 that passed all the test and Earlier it had shown ₹2000.Bottomline: Budget is upto 50K, small screen no issue...don't think about anything else...blindly go.Read more"
4.0 out of 5 stars,Best camera phone  ever,I am satisfied with the product no doubt everything is too good and camera is jst better comparision to the half cut apple😉Read more
5.0 out of 5 stars,In this price range this 4g phone is so good,Very  goodRead more
4.0 out of 5 stars,An average,"Firstly we need to understand our requirements before going for F07. Phone will not come with a charger head as you may need to purchase one. The phone is average and quietly priced high compared to other products in the market with same features. It's the brand name nothing different than other brands. Before you do pls rethink, research keeping your expectaion in mindRead more"
5.0 out of 5 stars,Good,"Value for money, low budget but good product.Camera also good, design and colour attractiveRead more"
2.0 out of 5 stars,Not a 5g handset,This handset is not 5g so plz don't buy as 5g handset totally 4g lte handsetRead more
1.0 out of 5 stars,Fraud,FraudRead more
5.0 out of 5 stars,Battery good,"After 2days of full use... Battery 5/5, camera both 8/10, display 5/5,sound and voice mic10/10 , 5g network 10/10 overall best product thank you amazon and sumsung indiaRead more"
3.0 out of 5 stars,LAG Under multitasking,"I bought the 4GB RAM version, and unfortunately, it struggles with multitasking. If I try to run two apps simultaneously, there is a noticeable lag. The camera performance is also quite disappointing—I’d rate it a 1 out of 5. On the bright side, the battery backup is solid and lasts a long time. It's a decent basic phone, but not for power users.Read more"
5.0 out of 5 stars,Insanely good for the price,"Insanely good for the price!An all rounder phone with a great display, durability and reliable performance.Battery life is best in class thanks to Samsung's software optimizationRead more"
1.0 out of 5 stars,Lagging and heat up in one min,Most nonsense phone of iphoneRead more
5.0 out of 5 stars,Must Read! Highly Recommended,"Amazing performance, display is good, battery is superb, overall satisfied. I really don't care about the cameras but still it's good enough for daily usage. I have a secondary iphone 16 pro for camera. But since this is my primary phone for all other stuff and work I needed the best performance to battery ratio phone which this one delivered it perfectly well. Looks & Feel is premium too. I chose this overall iQOO 15r & Poco X8 Pro Max due the OS stability (ads free & feature loaded) and overall brand reliability. I have used Realme, Xiaomi, Moto & Samsung. But by fast the longevity & reliability wise I prefer oneplus -> Samsung -> Realme -> Xiaomi -> Moto -> iQOOReason being if anytime I need to replace screen or anything then fixing 1+, realme & Samsung have the best availability and repairability. So after sales is very important which brand like Samsung, Oneplus & Realme comes to top place.Also, regarding the price to value is it completely worth purchasing it because amid Ram price increase & war tensions going all over the world, it is highly likely phone prices are going to even much higher. So! Worth value for money purchaseRead more"
5.0 out of 5 stars,Happy to Purchase one more Oneplus,"It is nice. I gifted the phone to my wife. Earlier she was using the same brand of handset. She wanted to upgrade in the same brand because of it’s camera quality, it’s speed and use of handset is outstanding. Heating is quite normal in phones. When it’s getting charge. Connectivity in terms of great earlier it was 4 g handset now it’s 5 g so i can feel the difference.Read more"
4.0 out of 5 stars,A really good phone which tries to meet everyone's expectations and in budget.,"Got this beauty on Dec 23. Upgraded from iqoo3( yes, the first iqoo phone in India) after almost 5 years. Must say the previous one really held its ground.Coming back to 15r, this is pretty good upgrade as I am not very frequent camera user and gaming was my major priority. This phone really delivers on that front. Performance is smooth and you can get 110-115 avg fps in bgmi. Battery at 7400 mah is a really good, no complaints there. Camera is pretty good as well for the price. It has the same primary camera as the oneplus 15. Gives amazing results in daylight. If you know a little about photography then you can make a good use of this camera as well. UI is smooth and haptics are a little weak but not a deal breaker. Overall this phone is bang for the buck. I did consider waiting for the new iqoo neo 11 but the UI has lots of ads and I wanted a little cleaner experience. Go for it, as new phones are going to get pricey anyway.Read more"
